"","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MoSold","YrSold","SaleType","SalePrice"
"700","RL",55,7264,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1925,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,952,952,"HotW","Gd","N","SB",952,596,0,1548,0,0,2,1,3,1,"Ex",5,"Typ",0,"No Fireplace","D",1978,"Unf",2,672,"TA","TA","Y",74,0,0,0,144,0,"No Pool","No Fence","No Feature",10,2009,"Warranty Deed",205000
"701","RL",50,4960,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","RRAn","Norm","1Fam","1.5Fin",1930,1982,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,297,297,"GasA","Ex","Y","SB",1001,653,0,1654,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","D",1955,"Unf",1,336,"TA","TA","N",244,60,0,0,0,0,"No Pool","No Fence","No Feature",5,2009,"Warranty Deed",137000
"702","RL",51,8854,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",1916,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,952,952,"Other","Fa","N","FF",952,0,0,952,0,0,1,0,2,1,"Fa",4,"Typ",1,"Gd","D",1916,"Unf",1,192,"Other","Po","P",0,98,0,0,40,0,"No Pool","No Fence","No Feature",5,2009,"Warranty Deed",121000
"703","RM",50,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","BLQ",672,"Unf",0,0,672,"GasA","TA","Y","SB",757,567,0,1324,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","D",1936,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",128000
"704","RM",50,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1937,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,698,698,"GasA","TA","Y","SB",786,390,0,1176,0,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","D",1999,"Unf",2,624,"TA","TA","N",210,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",134900
"705","RM",50,6000,"Pave","No Alley","Reg","Lvl","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1925,1997,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SB",884,464,0,1348,1,0,1,0,3,1,"TA",5,"Typ",1,"Fa","D",1960,"Unf",1,216,"TA","TA","N",0,0,208,0,0,0,"No Pool","No Fence","No Feature",5,2009,"Warranty Deed",117000
"706","RM",50,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","FF",825,587,0,1412,0,0,1,0,4,1,"TA",6,"Typ",1,"Gd","D",1939,"Unf",1,280,"TA","TA","Y",45,0,0,0,0,0,"No Pool","No Fence","No Feature",5,2009,"Warranty Deed",132500
"707","RM",60,6000,"Pave","No Alley","Reg","Lvl","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1924,1950,"Gable","CompShg","Other","Other","BrkFace",444,"TA","TA","BrkTil","TA","TA","No Exposure","Rec",220,"Unf",0,248,468,"GasA","Gd","Y","SB",822,320,0,1142,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","A",1924,"Fin",1,320,"TA","TA","Y",0,0,98,0,0,0,"No Pool","No Fence","No Feature",6,2009,"Warranty Deed",93000
"708","RM",50,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",1926,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","TA","No Exposure","Unf",0,"Unf",0,884,884,"GasA","Gd","Y","SB",904,0,0,904,0,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","D",1926,"Unf",1,180,"TA","TA","Y",0,0,105,0,0,0,"No Pool","No Fence","No Feature",1,2009,"Warranty Deed",119000
"709","RM",60,6911,"Pave","No Alley","Reg","Lvl","FR2","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",1924,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","Mn","LwQ",405,"Unf",0,740,1145,"GasA","TA","Y","SB",1301,0,0,1301,0,0,1,0,2,1,"Fa",5,"Min1",0,"No Fireplace","D",1965,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",10,2009,"Warranty Deed",100000
"710","RM",51,6120,"Pave","No Alley","Reg","Lvl","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1936,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,927,927,"GasA","TA","Y","SB",1067,472,0,1539,0,0,1,1,3,1,"TA",5,"Typ",0,"No Fireplace","D",1995,"Unf",2,576,"TA","TA","Y",112,0,0,0,0,0,"No Pool","MnPrv","No Feature",4,2009,"Warranty Deed",141500
"711","RM",51,6120,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1935,1995,"Gable","CompShg","Other","Other","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SB",989,584,0,1573,0,0,1,0,3,1,"Gd",6,"Typ",0,"No Fireplace","D",1935,"Unf",1,240,"TA","TA","Y",0,0,54,0,120,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",133000
"712","RM",51,6120,"Pave","No Alley","Reg","Lvl","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1Story",1931,1993,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","BLQ",209,"Unf",0,506,715,"GasA","TA","Y","FA",875,0,0,875,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1931,"Unf",1,180,"Other","TA","Y",48,0,0,0,0,0,"No Pool","No Fence","No Feature",11,2009,"Warranty Deed",105000
"713","RM",51,6120,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",1925,1999,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,960,960,"GasA","Gd","Y","SB",995,0,0,995,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1926,"Unf",1,264,"TA","TA","Y",0,15,51,0,0,0,"No Pool","MnPrv","No Feature",3,2009,"Warranty Deed",115000
"714","RM",51,6120,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",1938,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No Exposure","LwQ",273,"Unf",0,679,952,"GasA","TA","Y","FA",994,588,0,1582,0,0,2,0,3,1,"TA",6,"Typ",1,"Gd","D",1938,"Unf",1,250,"Other","TA","Y",189,0,34,150,0,0,"No Pool","No Fence","No Feature",2,2009,"Warranty Deed",150000
"715","RM",50,8635,"Pave","No Alley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",1925,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No Exposure","LwQ",134,"Unf",0,938,1072,"GasA","TA","Y","SB",1072,0,0,1072,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1982,"Unf",5,1184,"Other","TA","P",0,0,105,0,0,0,"No Pool","No Fence","No Feature",8,2009,"Warranty Deed",126500
"716","RL",51,11888,"Pave","Pave","IR1","Bnk","Inside","Gtl","BrkSide","PosN","Norm","1Fam","2.5Unf",1916,1994,"Gable","CompShg","Wd Sdng","Other","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,844,844,"GasA","Gd","N","FA",1445,689,0,2134,0,0,2,0,5,1,"Gd",10,"Typ",0,"No Fireplace","D",1930,"Unf",2,441,"TA","TA","Y",0,60,268,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",214500
"717","RL",60,11414,"Pave","No Alley","IR1","Lvl","Corner","Gtl","BrkSide","RRAn","Other","1Fam","2Story",1910,1993,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","BrkTil","Gd","TA","No Exposure","Unf",0,"Unf",0,728,728,"GasA","TA","N","SB",1136,883,0,2019,0,0,1,0,3,1,"Gd",8,"Typ",0,"No Fireplace","D",1997,"Unf",2,532,"TA","TA","Y",509,135,0,0,0,0,"No Pool","GdPrv","No Feature",10,2009,"Warranty Deed",167500
"718","RM",57,8094,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No Exposure","Unf",0,"Unf",0,1048,1048,"GasA","Gd","Y","FA",1048,720,0,1768,0,0,2,0,3,1,"TA",8,"Typ",0,"No Fireplace","D",1930,"Unf",2,576,"Other","Fa","Y",0,0,150,0,0,0,"No Pool","No Fence","No Feature",6,2009,"Warranty Deed",155000
"719","RM",50,2500,"Pave","Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",1915,2005,"Gable","CompShg","Other","Other","None",0,"Gd","TA","PConc","TA","TA","No Exposure","ALQ",299,"Unf",0,611,910,"GasA","Ex","Y","SB",916,910,0,1826,1,0,1,1,4,1,"Ex",7,"Min2",1,"Gd","A",1915,"Unf",1,164,"Other","Fa","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",6,2009,"Warranty Deed",155000
"720","RM",68,9928,"Pave","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",1915,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,672,672,"GasA","Fa","Y","SB",1272,672,0,1944,0,0,2,0,3,1,"TA",8,"Min2",0,"No Fireplace","D",1915,"Unf",1,216,"TA","TA","N",24,28,0,0,0,0,"No Pool","No Fence","Feature",6,2009,"Warranty Deed",179900
"721","RM",92,5520,"Pave","No Alley","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No Exposure","Unf",0,"Unf",0,755,755,"GasA","Ex","Y","SB",929,929,371,2229,0,0,1,0,5,1,"TA",8,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","Y",0,198,30,0,0,0,"No Pool","MnPrv","No Feature",7,2009,"Warranty Deed",104000
"722","RM",57,6876,"Pave","No Alley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",1927,1950,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","TA","Fa","No Exposure","BLQ",522,"Unf",0,198,720,"GasA","Fa","Y","SB",1146,784,0,1930,1,0,2,0,4,1,"TA",8,"Typ",0,"No Fireplace","A",1927,"Unf",1,316,"TA","TA","Y",0,0,213,0,0,0,"No Pool","MnPrv","No Feature",8,2009,"Warranty Deed",149000
"723","RM",52,6240,"Pave","Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No Exposure","BLQ",152,"Unf",0,628,780,"GasA","TA","Y","FA",848,0,360,1208,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1962,"Unf",2,539,"TA","TA","Y",0,23,112,0,0,0,"No Pool","No Fence","No Feature",1,2009,"Warranty Deed",103000
"724","RM",60,5775,"Pave","No Alley","Mod+ IR","Bnk","Corner","Not Gtl","OldTown","Feedr","Norm","1Fam","2Story",1915,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,483,483,"GasA","Ex","Y","SB",741,686,0,1427,0,0,1,0,3,1,"Gd",7,"Typ",0,"No Fireplace","A",1915,"Unf",1,379,"TA","TA","Y",0,24,112,0,0,0,"No Pool","No Fence","No Feature",2,2009,"Warranty Deed",123000
"725","RM",41,5852,"Pave","No Alley","Mod+ IR","Bnk","Corner","Gtl","OldTown","Feedr","Norm","2fmCon","2.5Unf",1902,2000,"Gable","CompShg","MetalSd","MetalSd","Stone",188,"TA","Fa","BrkTil","TA","Fa","No Exposure","Rec",169,"Unf",0,851,1020,"GasA","TA","N","FF",978,886,0,1864,0,0,2,1,6,1,"TA",9,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","N",0,188,102,0,0,0,"No Pool","No Fence","No Feature",5,2009,"Warranty Deed",97500
"726","RM",60,5160,"Pave","No Alley","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","TA","TA","No Exposure","Unf",0,"Unf",0,1204,1204,"GasA","TA","Y","FA",1204,462,0,1666,0,0,1,0,3,1,"TA",4,"Typ",0,"No Fireplace","D",1927,"Unf",1,384,"Other","TA","Y",0,0,148,0,0,0,"No Pool","No Fence","No Feature",8,2009,"Warranty Deed",135000
"727","RM",86,5160,"Pave","Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","SFoyer",1923,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","Gd","Fa","Av","BLQ",749,"Rec",63,46,858,"GasA","TA","Y","SB",892,0,0,892,1,0,1,0,1,1,"Gd",5,"Min2",0,"No Fireplace","None",0,"None",0,0,"Other","None","N",0,0,105,0,160,0,"No Pool","No Fence","No Feature",7,2009,"Other",70000
"728","RM",60,10320,"Pave","Grvl","Reg","Bnk","Inside","Gtl","IDOTRR","Artery","Norm","2fmCon","2Story",1915,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No Exposure","Rec",276,"ALQ",262,160,698,"GasA","Ex","Y","FF",754,649,0,1403,1,0,1,1,3,1,"TA",7,"Typ",0,"No Fireplace","D",1915,"Unf",1,308,"TA","TA","Y",0,0,288,0,0,0,"No Pool","No Fence","No Feature",2,2009,"Warranty Deed",116000
"729","RL",50,4280,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1946,2001,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Fa","TA","No Exposure","Unf",0,"Unf",0,560,560,"GasA","Ex","Y","FA",704,0,0,704,0,1,1,0,2,1,"Fa",4,"Typ",0,"No Fireplace","CP",1946,"Unf",1,220,"TA","TA","Y",0,0,24,0,0,0,"No Pool","No Fence","No Feature",9,2009,"Warranty Deed",88750
"730","RL",60,10800,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",1987,1988,"Gable","CompShg","Other","Other","None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",1200,"Unf",0,0,1200,"GasA","TA","Y","SB",1200,0,0,1200,3,0,3,0,3,1,"TA",5,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","Y",120,0,0,0,0,0,"No Pool","No Fence","No Feature",3,2009,"Warranty Deed",179000
"731","RL",60,10800,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",1987,1988,"Gable","CompShg","Other","Other","None",0,"TA","Gd","CBlock","Gd","Gd","Gd","GLQ",1200,"Unf",0,0,1200,"GasA","TA","Y","SB",1200,0,0,1200,3,0,3,0,3,1,"TA",5,"Typ",0,"No Fireplace","None",0,"None",0,0,"Other","None","Y",120,0,0,0,0,0,"No Pool","No Fence","No Feature",3,2009,"Warranty Deed",179000
"732","RL",65,10547,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Edwards","Norm","Norm","Duplex","SFoyer",1978,1978,"Gable","CompShg","Other","Other","None",0,"TA","TA","PConc","Gd","Gd","Gd","GLQ",1152,"Unf",0,0,1152,"GasA","TA","Y","SB",1152,0,0,1152,2,0,2,0,2,2,"TA",6,"Typ",0,"No Fireplace","D",1960,"Unf",1,252,"TA","Fa","N",0,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",159900
"733","Other",54,6629,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",1925,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No Exposure","BLQ",551,"Unf",0,121,672,"GasA","TA","N","SB",697,672,0,1369,1,0,2,0,3,1,"TA",6,"Typ",0,"No Fireplace","D",1930,"Unf",1,300,"TA","TA","Y",147,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",103600
"734","RL",60,9780,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",1934,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No Exposure","Unf",0,"Unf",0,585,585,"GasA","TA","N","FA",687,425,0,1112,1,0,2,0,4,1,"TA",6,"Typ",0,"No Fireplace","D",1934,"Unf",1,226,"Other","Po","N",0,0,0,0,0,0,"No Pool","No Fence","No Feature",3,2009,"Warranty Deed",63000
"735","RL",70,12886,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",1963,1999,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",444,"Unf",0,76,520,"GasA","Ex","Y","SB",1464,0,0,1464,0,1,2,0,3,1,"TA",6,"Min2",1,"TA","A",1997,"RFn",2,480,"TA","TA","Y",302,0,0,0,100,0,"No Pool","No Fence","No Feature",10,2009,"Warranty Deed",175000
"736","RL",80,8816,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",1963,1963,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No Exposure","Rec",651,"Unf",0,470,1121,"GasA","TA","Y","SB",1121,0,0,1121,1,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","D",1963,"Unf",2,480,"TA","TA","Y",0,80,0,0,0,0,"No Pool","MnPrv","No Feature",6,2009,"Warranty Deed",139000
"737","RL",70,11184,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","TA","TA","No Exposure","LwQ",226,"Rec",500,192,918,"GasA","Gd","Y","SB",918,765,0,1683,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","A",1978,"RFn",2,440,"TA","TA","Y",243,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",172500
"738","RL",75,11625,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",172,"TA","TA","CBlock","TA","TA","No Exposure","BLQ",527,"Unf",0,525,1052,"GasA","TA","Y","SB",1052,0,0,1052,0,0,1,1,3,1,"TA",6,"Typ",1,"Po","A",1984,"Fin",1,668,"TA","TA","Y",0,215,0,0,0,0,"No Pool","No Fence","No Feature",4,2009,"Warranty Deed",113500
"739","RL",65,7800,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1967,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",89,"TA","TA","PConc","TA","TA","No Exposure","ALQ",450,"Unf",0,414,864,"GasA","Ex","Y","SB",899,0,0,899,0,0,1,0,3,1,"Gd",5,"Typ",0,"No Fireplace","A",1967,"Fin",1,288,"TA","TA","Y",64,0,0,0,0,0,"No Pool","MnPrv","No Feature",6,2009,"Warranty Deed",130000
"740","RL",72,8014,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",1978,1978,"Gable","CompShg","Other","HdBoard","BrkFace",23,"TA","TA","CBlock","Gd","TA","Gd","GLQ",456,"Unf",0,0,456,"GasA","TA","Y","SB",1034,0,0,1034,0,1,1,0,3,1,"TA",5,"Typ",1,"Fa","BM",1978,"Fin",2,504,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",6,2009,"Warranty Deed",149900
"741","RL",72,7252,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",1982,1982,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",685,"Unf",0,173,858,"GasA","TA","Y","SB",858,0,0,858,1,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","D",1983,"Unf",2,576,"TA","TA","Y",120,0,0,0,0,0,"No Pool","No Fence","No Feature",4,2009,"Warranty Deed",134900
"742","RL",74,8740,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",1982,1982,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",672,"Unf",0,168,840,"GasA","TA","Y","SB",860,0,0,860,1,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","D",1996,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",137000
"743","RL",72,11616,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No Exposure","LwQ",170,"BLQ",670,252,1092,"GasA","TA","Y","SB",1092,0,0,1092,0,1,1,0,3,1,"TA",6,"Typ",1,"Po","A",1962,"Unf",1,288,"TA","TA","Y",0,20,144,0,0,0,"No Pool","No Fence","No Feature",9,2009,"Warranty Deed",139000
"744","RL",88,15400,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",1961,1961,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Gd","No Exposure","Unf",0,"Unf",0,552,552,"GasA","TA","Y","SB",904,611,259,1774,0,0,2,0,4,1,"TA",8,"Typ",1,"TA","A",1961,"Unf",1,384,"TA","TA","Y",290,40,0,0,0,0,"No Pool","No Fence","No Feature",7,2009,"Warranty Deed",165000
"745","RL",88,15312,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",54,"TA","TA","CBlock","TA","TA","Av","BLQ",588,"Unf",0,550,1138,"GasA","Ex","Y","SB",1138,0,0,1138,0,1,1,0,3,1,"TA",6,"Typ",1,"TA","A",1960,"RFn",2,480,"TA","TA","Y",0,0,0,0,140,0,"No Pool","MnPrv","No Feature",3,2009,"Other",148000
"746","RL",80.5,15584,"Pave","No Alley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",366,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,825,825,"GasA","Ex","Y","SB",2071,0,0,2071,0,1,1,1,4,1,"TA",9,"Typ",1,"TA","A",1956,"Unf",1,336,"TA","TA","Y",131,28,0,0,0,0,"No Pool","No Fence","No Feature",10,2009,"Warranty Deed",165000
"747","RL",72,9000,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",1947,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,0,0,"GasA","Fa","N","SB",660,0,0,660,0,0,1,0,2,1,"Fa",5,"Min2",0,"No Fireplace","None",0,"None",0,0,"Other","None","N",0,0,100,0,0,0,"No Pool","No Fence","No Feature",6,2009,"Warranty Deed",63900
"748","RL",80.5,11250,"Pave","No Alley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",1957,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,1104,1104,"GasA","Ex","Y","FA",1104,684,0,1788,1,0,1,0,5,1,"TA",8,"Min2",2,"TA","A",1957,"Unf",1,304,"TA","TA","Y",120,0,0,0,0,0,"No Pool","No Fence","No Feature",11,2009,"Warranty Deed",161500
"749","RL",65,25095,"Pave","No Alley","IR1","Low","Inside","Not Gtl","ClearCr","Norm","Norm","1Fam","1Story",1968,2003,"Flat","Other","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",1324,"Unf",0,113,1437,"GasA","Ex","Y","SB",1473,0,0,1473,2,0,1,0,1,1,"Ex",5,"Typ",2,"Gd","A",1968,"Unf",1,452,"TA","TA","Y",0,48,0,0,60,0,"No Pool","No Fence","No Feature",6,2009,"Warranty Deed",143000
"750","RL",65,17140,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No Exposure","ALQ",1059,"Unf",0,75,1134,"GasA","Ex","Y","FA",1229,0,0,1229,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","A",1956,"RFn",1,284,"TA","TA","Y",0,0,0,0,0,0,"No Pool","No Fence","No Feature",4,2009,"Warranty Deed",135000
